Feature,Importance
COH.C.alpha.o.Pz.r.O1,0.0
COH.C.alpha.o.Pz.s.O2,0.0
COH.C.alpha.p.P4.q.T6,0.0
COH.C.alpha.p.P4.r.O1,0.0
COH.C.alpha.p.P4.s.O2,0.0
COH.C.alpha.q.T6.r.O1,0.0
COH.C.alpha.q.T6.s.O2,0.0
COH.C.alpha.r.O1.s.O2,0.0
COH.D.beta.a.FP1.b.FP2,0.0
COH.D.beta.a.FP1.c.F7,0.0
COH.D.beta.a.FP1.d.F3,0.0
COH.D.beta.a.FP1.e.Fz,0.0
COH.D.beta.a.FP1.f.F4,0.0
COH.D.beta.a.FP1.g.F8,0.0
COH.D.beta.a.FP1.h.T3,0.0
COH.D.beta.a.FP1.i.C3,0.0
COH.D.beta.a.FP1.j.Cz,0.0
COH.D.beta.a.FP1.k.C4,0.0
COH.D.beta.a.FP1.l.T4,0.0
COH.D.beta.a.FP1.m.T5,0.0
COH.D.beta.a.FP1.n.P3,0.0
COH.D.beta.a.FP1.o.Pz,0.0
COH.D.beta.a.FP1.p.P4,0.0
COH.D.beta.a.FP1.q.T6,0.0
COH.D.beta.a.FP1.r.O1,0.0
COH.D.beta.a.FP1.s.O2,0.0
COH.D.beta.b.FP2.c.F7,0.0
COH.D.beta.b.FP2.d.F3,0.0
COH.D.beta.b.FP2.e.Fz,0.0
COH.D.beta.b.FP2.f.F4,0.0
COH.D.beta.b.FP2.g.F8,0.0
COH.D.beta.b.FP2.h.T3,0.0
COH.D.beta.b.FP2.i.C3,0.0
COH.D.beta.b.FP2.j.Cz,0.0
COH.D.beta.b.FP2.k.C4,0.0
COH.D.beta.b.FP2.l.T4,0.0
COH.D.beta.b.FP2.m.T5,0.0
COH.D.beta.b.FP2.n.P3,0.0
COH.D.beta.b.FP2.o.Pz,0.0
COH.D.beta.b.FP2.p.P4,0.0
COH.D.beta.b.FP2.q.T6,0.0
COH.D.beta.b.FP2.r.O1,0.0
COH.D.beta.b.FP2.s.O2,0.0
COH.D.beta.c.F7.d.F3,0.0
COH.D.beta.c.F7.e.Fz,0.0
COH.D.beta.c.F7.f.F4,0.0
COH.D.beta.c.F7.g.F8,0.0
COH.D.beta.c.F7.h.T3,0.0
COH.D.beta.c.F7.i.C3,0.0
COH.D.beta.c.F7.j.Cz,0.0
COH.D.beta.c.F7.k.C4,0.0
COH.D.beta.c.F7.l.T4,0.0
COH.D.beta.c.F7.m.T5,0.0
COH.D.beta.c.F7.n.P3,0.0
COH.D.beta.c.F7.o.Pz,0.0
COH.D.beta.c.F7.p.P4,0.0
COH.D.beta.c.F7.q.T6,0.0
COH.D.beta.c.F7.r.O1,0.0
COH.D.beta.c.F7.s.O2,0.0
COH.D.beta.d.F3.e.Fz,0.0
COH.D.beta.d.F3.f.F4,0.0
COH.D.beta.d.F3.g.F8,0.0
COH.D.beta.d.F3.h.T3,0.0
COH.D.beta.d.F3.i.C3,0.0
COH.D.beta.d.F3.j.Cz,0.0
COH.D.beta.d.F3.k.C4,0.0
COH.D.beta.d.F3.l.T4,0.0
COH.D.beta.d.F3.m.T5,0.0
COH.D.beta.d.F3.n.P3,0.0
COH.D.beta.d.F3.o.Pz,0.0
COH.D.beta.d.F3.p.P4,0.0
COH.D.beta.d.F3.q.T6,0.0
COH.D.beta.d.F3.r.O1,0.0
COH.D.beta.d.F3.s.O2,0.0
COH.D.beta.e.Fz.f.F4,0.0
COH.D.beta.e.Fz.g.F8,0.0
COH.D.beta.e.Fz.h.T3,0.0
COH.D.beta.e.Fz.i.C3,0.0
COH.D.beta.e.Fz.j.Cz,0.0
COH.D.beta.e.Fz.k.C4,0.0
COH.D.beta.e.Fz.l.T4,0.0
COH.D.beta.e.Fz.m.T5,0.0
COH.D.beta.e.Fz.n.P3,0.0
COH.D.beta.e.Fz.o.Pz,0.0
COH.D.beta.e.Fz.p.P4,0.0
COH.D.beta.e.Fz.q.T6,0.0
COH.D.beta.e.Fz.r.O1,0.0
COH.D.beta.e.Fz.s.O2,0.0
COH.D.beta.f.F4.g.F8,0.0
COH.D.beta.f.F4.h.T3,0.0
COH.D.beta.f.F4.i.C3,0.0
COH.D.beta.f.F4.j.Cz,0.0
COH.D.beta.f.F4.k.C4,0.0
COH.D.beta.f.F4.l.T4,0.0
COH.D.beta.f.F4.m.T5,0.0
COH.D.beta.f.F4.n.P3,0.0
COH.D.beta.f.F4.o.Pz,0.0
COH.D.beta.f.F4.p.P4,0.0
AB.A.delta.j.Cz,0.0
COH.D.beta.f.F4.r.O1,0.0
COH.D.beta.f.F4.s.O2,0.0
COH.D.beta.g.F8.h.T3,0.0
COH.D.beta.g.F8.i.C3,0.0
COH.D.beta.g.F8.j.Cz,0.0
COH.D.beta.g.F8.k.C4,0.0
COH.D.beta.g.F8.l.T4,0.0
COH.D.beta.g.F8.m.T5,0.0
COH.D.beta.g.F8.n.P3,0.0
COH.D.beta.g.F8.o.Pz,0.0
COH.D.beta.g.F8.p.P4,0.0
COH.D.beta.g.F8.q.T6,0.0
COH.D.beta.g.F8.r.O1,0.0
COH.D.beta.g.F8.s.O2,0.0
COH.D.beta.h.T3.i.C3,0.0
COH.D.beta.h.T3.j.Cz,0.0
COH.D.beta.h.T3.k.C4,0.0
COH.D.beta.h.T3.l.T4,0.0
COH.D.beta.h.T3.m.T5,0.0
COH.D.beta.h.T3.n.P3,0.0
COH.D.beta.h.T3.o.Pz,0.0
COH.D.beta.h.T3.p.P4,0.0
COH.D.beta.h.T3.q.T6,0.0
COH.D.beta.h.T3.r.O1,0.0
AB.A.delta.k.C4,0.0
COH.D.beta.i.C3.j.Cz,0.0
COH.D.beta.i.C3.k.C4,0.0
COH.D.beta.i.C3.l.T4,0.0
COH.D.beta.i.C3.m.T5,0.0
COH.D.beta.i.C3.n.P3,0.0
COH.D.beta.i.C3.o.Pz,0.0
COH.D.beta.i.C3.p.P4,0.0
COH.D.beta.i.C3.q.T6,0.0
COH.D.beta.i.C3.r.O1,0.0
COH.D.beta.i.C3.s.O2,0.0
COH.D.beta.j.Cz.k.C4,0.0
COH.D.beta.j.Cz.l.T4,0.0
COH.D.beta.j.Cz.m.T5,0.0
COH.D.beta.j.Cz.n.P3,0.0
COH.D.beta.j.Cz.o.Pz,0.0
COH.D.beta.j.Cz.p.P4,0.0
COH.D.beta.j.Cz.q.T6,0.0
COH.D.beta.j.Cz.r.O1,0.0
COH.D.beta.j.Cz.s.O2,0.0
COH.D.beta.k.C4.l.T4,0.0
COH.D.beta.k.C4.m.T5,0.0
COH.D.beta.k.C4.n.P3,0.0
COH.D.beta.k.C4.o.Pz,0.0
COH.D.beta.k.C4.p.P4,0.0
COH.D.beta.k.C4.q.T6,0.0
COH.D.beta.k.C4.r.O1,0.0
COH.D.beta.k.C4.s.O2,0.0
COH.D.beta.l.T4.m.T5,0.0
COH.D.beta.l.T4.n.P3,0.0
COH.D.beta.l.T4.o.Pz,0.0
COH.D.beta.l.T4.p.P4,0.0
COH.D.beta.l.T4.q.T6,0.0
COH.D.beta.l.T4.r.O1,0.0
COH.D.beta.l.T4.s.O2,0.0
COH.D.beta.m.T5.n.P3,0.0
COH.D.beta.m.T5.o.Pz,0.0
COH.D.beta.m.T5.p.P4,0.0
COH.D.beta.m.T5.q.T6,0.0
COH.D.beta.m.T5.r.O1,0.0
COH.D.beta.m.T5.s.O2,0.0
COH.D.beta.n.P3.o.Pz,0.0
COH.D.beta.n.P3.p.P4,0.0
COH.D.beta.n.P3.q.T6,0.0
COH.D.beta.n.P3.r.O1,0.0
COH.D.beta.n.P3.s.O2,0.0
COH.D.beta.o.Pz.p.P4,0.0
COH.D.beta.o.Pz.q.T6,0.0
COH.D.beta.o.Pz.r.O1,0.0
COH.D.beta.o.Pz.s.O2,0.0
COH.D.beta.p.P4.q.T6,0.0
COH.D.beta.p.P4.r.O1,0.0
COH.D.beta.p.P4.s.O2,0.0
COH.D.beta.q.T6.r.O1,0.0
COH.D.beta.q.T6.s.O2,0.0
COH.D.beta.r.O1.s.O2,0.0
COH.E.highbeta.a.FP1.b.FP2,0.0
COH.E.highbeta.a.FP1.c.F7,0.0
COH.E.highbeta.a.FP1.d.F3,0.0
COH.E.highbeta.a.FP1.e.Fz,0.0
COH.E.highbeta.a.FP1.f.F4,0.0
COH.E.highbeta.a.FP1.g.F8,0.0
COH.E.highbeta.a.FP1.h.T3,0.0
COH.E.highbeta.a.FP1.i.C3,0.0
COH.E.highbeta.a.FP1.j.Cz,0.0
COH.E.highbeta.a.FP1.k.C4,0.0
COH.E.highbeta.a.FP1.l.T4,0.0
COH.E.highbeta.a.FP1.m.T5,0.0
COH.E.highbeta.a.FP1.n.P3,0.0
COH.E.highbeta.a.FP1.o.Pz,0.0
COH.E.highbeta.a.FP1.p.P4,0.0
COH.E.highbeta.a.FP1.q.T6,0.0
COH.E.highbeta.a.FP1.r.O1,0.0
COH.E.highbeta.a.FP1.s.O2,0.0
COH.E.highbeta.b.FP2.c.F7,0.0
COH.E.highbeta.b.FP2.d.F3,0.0
COH.E.highbeta.b.FP2.e.Fz,0.0
COH.E.highbeta.b.FP2.f.F4,0.0
COH.E.highbeta.b.FP2.g.F8,0.0
COH.E.highbeta.b.FP2.h.T3,0.0
COH.E.highbeta.b.FP2.i.C3,0.0
COH.E.highbeta.b.FP2.j.Cz,0.0
COH.E.highbeta.b.FP2.k.C4,0.0
COH.E.highbeta.b.FP2.l.T4,0.0
COH.E.highbeta.b.FP2.m.T5,0.0
COH.E.highbeta.b.FP2.n.P3,0.0
COH.E.highbeta.b.FP2.o.Pz,0.0
COH.E.highbeta.b.FP2.p.P4,0.0
COH.E.highbeta.b.FP2.q.T6,0.0
COH.E.highbeta.b.FP2.r.O1,0.0
COH.E.highbeta.b.FP2.s.O2,0.0
COH.E.highbeta.c.F7.d.F3,0.0
COH.E.highbeta.c.F7.e.Fz,0.0
COH.E.highbeta.c.F7.f.F4,0.0
COH.E.highbeta.c.F7.g.F8,0.0
COH.E.highbeta.c.F7.h.T3,0.0
COH.E.highbeta.c.F7.i.C3,0.0
COH.E.highbeta.c.F7.j.Cz,0.0
COH.E.highbeta.c.F7.k.C4,0.0
COH.E.highbeta.c.F7.l.T4,0.0
COH.E.highbeta.c.F7.m.T5,0.0
COH.E.highbeta.c.F7.n.P3,0.0
COH.E.highbeta.c.F7.o.Pz,0.0
COH.E.highbeta.c.F7.p.P4,0.0
COH.E.highbeta.c.F7.q.T6,0.0
COH.E.highbeta.c.F7.r.O1,0.0
COH.E.highbeta.c.F7.s.O2,0.0
COH.E.highbeta.d.F3.e.Fz,0.0
COH.E.highbeta.d.F3.f.F4,0.0
COH.E.highbeta.d.F3.g.F8,0.0
COH.E.highbeta.d.F3.h.T3,0.0
COH.E.highbeta.d.F3.i.C3,0.0
COH.E.highbeta.d.F3.j.Cz,0.0
COH.E.highbeta.d.F3.k.C4,0.0
COH.E.highbeta.d.F3.l.T4,0.0
COH.E.highbeta.d.F3.m.T5,0.0
COH.E.highbeta.d.F3.n.P3,0.0
COH.E.highbeta.d.F3.o.Pz,0.0
COH.E.highbeta.d.F3.p.P4,0.0
COH.E.highbeta.d.F3.q.T6,0.0
COH.E.highbeta.d.F3.r.O1,0.0
COH.E.highbeta.d.F3.s.O2,0.0
COH.E.highbeta.e.Fz.f.F4,0.0
COH.E.highbeta.e.Fz.g.F8,0.0
COH.E.highbeta.e.Fz.h.T3,0.0
COH.E.highbeta.e.Fz.i.C3,0.0
COH.E.highbeta.e.Fz.j.Cz,0.0
COH.E.highbeta.e.Fz.k.C4,0.0
COH.E.highbeta.e.Fz.l.T4,0.0
COH.E.highbeta.e.Fz.m.T5,0.0
COH.E.highbeta.e.Fz.n.P3,0.0
COH.E.highbeta.e.Fz.o.Pz,0.0
COH.E.highbeta.e.Fz.p.P4,0.0
COH.E.highbeta.e.Fz.q.T6,0.0
COH.E.highbeta.e.Fz.r.O1,0.0
COH.E.highbeta.e.Fz.s.O2,0.0
COH.E.highbeta.f.F4.g.F8,0.0
COH.E.highbeta.f.F4.h.T3,0.0
COH.E.highbeta.f.F4.i.C3,0.0
COH.E.highbeta.f.F4.j.Cz,0.0
COH.E.highbeta.f.F4.k.C4,0.0
COH.E.highbeta.f.F4.l.T4,0.0
COH.E.highbeta.f.F4.m.T5,0.0
COH.E.highbeta.f.F4.n.P3,0.0
COH.E.highbeta.f.F4.o.Pz,0.0
COH.E.highbeta.f.F4.p.P4,0.0
COH.E.highbeta.f.F4.q.T6,0.0
COH.E.highbeta.f.F4.r.O1,0.0
COH.E.highbeta.f.F4.s.O2,0.0
COH.E.highbeta.g.F8.h.T3,0.0
COH.E.highbeta.g.F8.i.C3,0.0
COH.E.highbeta.g.F8.j.Cz,0.0
COH.E.highbeta.g.F8.k.C4,0.0
COH.E.highbeta.g.F8.l.T4,0.0
COH.E.highbeta.g.F8.m.T5,0.0
COH.E.highbeta.g.F8.n.P3,0.0
COH.E.highbeta.g.F8.o.Pz,0.0
COH.E.highbeta.g.F8.p.P4,0.0
COH.E.highbeta.g.F8.q.T6,0.0
COH.E.highbeta.g.F8.r.O1,0.0
COH.E.highbeta.g.F8.s.O2,0.0
COH.E.highbeta.h.T3.i.C3,0.0
COH.E.highbeta.h.T3.j.Cz,0.0
COH.E.highbeta.h.T3.k.C4,0.0
COH.E.highbeta.h.T3.l.T4,0.0
COH.E.highbeta.h.T3.m.T5,0.0
COH.E.highbeta.h.T3.n.P3,0.0
COH.E.highbeta.h.T3.o.Pz,0.0
COH.E.highbeta.h.T3.p.P4,0.0
COH.E.highbeta.h.T3.q.T6,0.0
COH.E.highbeta.h.T3.r.O1,0.0
COH.E.highbeta.h.T3.s.O2,0.0
COH.E.highbeta.i.C3.j.Cz,0.0
COH.E.highbeta.i.C3.k.C4,0.0
COH.E.highbeta.i.C3.l.T4,0.0
COH.E.highbeta.i.C3.m.T5,0.0
COH.E.highbeta.i.C3.n.P3,0.0
COH.E.highbeta.i.C3.o.Pz,0.0
COH.E.highbeta.i.C3.p.P4,0.0
COH.E.highbeta.i.C3.q.T6,0.0
COH.E.highbeta.i.C3.r.O1,0.0
COH.E.highbeta.i.C3.s.O2,0.0
COH.E.highbeta.j.Cz.k.C4,0.0
COH.E.highbeta.j.Cz.l.T4,0.0
AB.A.delta.l.T4,0.0
COH.E.highbeta.j.Cz.n.P3,0.0
COH.E.highbeta.j.Cz.o.Pz,0.0
COH.E.highbeta.j.Cz.p.P4,0.0
COH.E.highbeta.j.Cz.q.T6,0.0
COH.E.highbeta.j.Cz.r.O1,0.0
COH.E.highbeta.j.Cz.s.O2,0.0
COH.E.highbeta.k.C4.l.T4,0.0
AB.A.delta.m.T5,0.0
COH.E.highbeta.k.C4.n.P3,0.0
COH.E.highbeta.k.C4.o.Pz,0.0
COH.E.highbeta.k.C4.p.P4,0.0
COH.E.highbeta.k.C4.q.T6,0.0
COH.E.highbeta.k.C4.r.O1,0.0
COH.E.highbeta.k.C4.s.O2,0.0
COH.E.highbeta.l.T4.m.T5,0.0
COH.E.highbeta.l.T4.n.P3,0.0
COH.E.highbeta.l.T4.o.Pz,0.0
COH.E.highbeta.l.T4.p.P4,0.0
COH.E.highbeta.l.T4.q.T6,0.0
COH.E.highbeta.l.T4.r.O1,0.0
COH.E.highbeta.l.T4.s.O2,0.0
COH.E.highbeta.m.T5.n.P3,0.0
COH.E.highbeta.m.T5.o.Pz,0.0
COH.E.highbeta.m.T5.p.P4,0.0
COH.E.highbeta.m.T5.q.T6,0.0
COH.E.highbeta.m.T5.r.O1,0.0
COH.E.highbeta.m.T5.s.O2,0.0
COH.E.highbeta.n.P3.o.Pz,0.0
COH.E.highbeta.n.P3.p.P4,0.0
COH.E.highbeta.n.P3.q.T6,0.0
COH.E.highbeta.n.P3.r.O1,0.0
COH.E.highbeta.n.P3.s.O2,0.0
COH.E.highbeta.o.Pz.p.P4,0.0
COH.E.highbeta.o.Pz.q.T6,0.0
COH.E.highbeta.o.Pz.r.O1,0.0
COH.E.highbeta.o.Pz.s.O2,0.0
COH.E.highbeta.p.P4.q.T6,0.0
COH.E.highbeta.p.P4.r.O1,0.0
COH.E.highbeta.p.P4.s.O2,0.0
COH.E.highbeta.q.T6.r.O1,0.0
COH.E.highbeta.q.T6.s.O2,0.0
COH.E.highbeta.r.O1.s.O2,0.0
COH.F.gamma.a.FP1.b.FP2,0.0
COH.F.gamma.a.FP1.c.F7,0.0
COH.F.gamma.a.FP1.d.F3,0.0
COH.F.gamma.a.FP1.e.Fz,0.0
COH.F.gamma.a.FP1.f.F4,0.0
COH.F.gamma.a.FP1.g.F8,0.0
COH.F.gamma.a.FP1.h.T3,0.0
COH.F.gamma.a.FP1.i.C3,0.0
COH.F.gamma.a.FP1.j.Cz,0.0
COH.F.gamma.a.FP1.k.C4,0.0
COH.F.gamma.a.FP1.l.T4,0.0
COH.F.gamma.a.FP1.m.T5,0.0
COH.F.gamma.a.FP1.n.P3,0.0
COH.F.gamma.a.FP1.o.Pz,0.0
COH.F.gamma.a.FP1.p.P4,0.0
COH.F.gamma.a.FP1.q.T6,0.0
COH.F.gamma.a.FP1.r.O1,0.0
COH.F.gamma.a.FP1.s.O2,0.0
COH.F.gamma.b.FP2.c.F7,0.0
COH.F.gamma.b.FP2.d.F3,0.0
COH.F.gamma.b.FP2.e.Fz,0.0
COH.F.gamma.b.FP2.f.F4,0.0
COH.F.gamma.b.FP2.g.F8,0.0
COH.F.gamma.b.FP2.h.T3,0.0
COH.F.gamma.b.FP2.i.C3,0.0
COH.F.gamma.b.FP2.j.Cz,0.0
COH.F.gamma.b.FP2.k.C4,0.0
COH.F.gamma.b.FP2.l.T4,0.0
COH.F.gamma.b.FP2.m.T5,0.0
COH.F.gamma.b.FP2.n.P3,0.0
COH.F.gamma.b.FP2.o.Pz,0.0
COH.F.gamma.b.FP2.p.P4,0.0
COH.F.gamma.b.FP2.q.T6,0.0
COH.F.gamma.b.FP2.r.O1,0.0
COH.F.gamma.b.FP2.s.O2,0.0
COH.F.gamma.c.F7.d.F3,0.0
COH.F.gamma.c.F7.e.Fz,0.0
COH.F.gamma.c.F7.f.F4,0.0
COH.F.gamma.c.F7.g.F8,0.0
COH.F.gamma.c.F7.h.T3,0.0
COH.F.gamma.c.F7.i.C3,0.0
COH.F.gamma.c.F7.j.Cz,0.0
COH.F.gamma.c.F7.k.C4,0.0
COH.F.gamma.c.F7.l.T4,0.0
AB.A.delta.n.P3,0.0
COH.F.gamma.c.F7.n.P3,0.0
COH.F.gamma.c.F7.o.Pz,0.0
COH.F.gamma.c.F7.p.P4,0.0
COH.F.gamma.c.F7.q.T6,0.0
COH.F.gamma.c.F7.r.O1,0.0
COH.F.gamma.c.F7.s.O2,0.0
COH.F.gamma.d.F3.e.Fz,0.0
COH.F.gamma.d.F3.f.F4,0.0
COH.F.gamma.d.F3.g.F8,0.0
COH.F.gamma.d.F3.h.T3,0.0
COH.F.gamma.d.F3.i.C3,0.0
COH.F.gamma.d.F3.j.Cz,0.0
COH.F.gamma.d.F3.k.C4,0.0
COH.F.gamma.d.F3.l.T4,0.0
COH.F.gamma.d.F3.m.T5,0.0
COH.F.gamma.d.F3.n.P3,0.0
AB.A.delta.o.Pz,0.0
COH.F.gamma.d.F3.p.P4,0.0
COH.F.gamma.d.F3.q.T6,0.0
COH.F.gamma.d.F3.r.O1,0.0
COH.F.gamma.d.F3.s.O2,0.0
COH.F.gamma.e.Fz.f.F4,0.0
COH.F.gamma.e.Fz.g.F8,0.0
COH.F.gamma.e.Fz.h.T3,0.0
COH.F.gamma.e.Fz.i.C3,0.0
COH.F.gamma.e.Fz.j.Cz,0.0
COH.F.gamma.e.Fz.k.C4,0.0
COH.F.gamma.e.Fz.l.T4,0.0
COH.F.gamma.e.Fz.m.T5,0.0
COH.F.gamma.e.Fz.n.P3,0.0
COH.F.gamma.e.Fz.o.Pz,0.0
COH.F.gamma.e.Fz.p.P4,0.0
COH.F.gamma.e.Fz.q.T6,0.0
COH.F.gamma.e.Fz.r.O1,0.0
COH.F.gamma.e.Fz.s.O2,0.0
COH.F.gamma.f.F4.g.F8,0.0
COH.F.gamma.f.F4.h.T3,0.0
COH.F.gamma.f.F4.i.C3,0.0
COH.F.gamma.f.F4.j.Cz,0.0
COH.F.gamma.f.F4.k.C4,0.0
COH.F.gamma.f.F4.l.T4,0.0
COH.F.gamma.f.F4.m.T5,0.0
COH.F.gamma.f.F4.n.P3,0.0
COH.F.gamma.f.F4.o.Pz,0.0
COH.F.gamma.f.F4.p.P4,0.0
COH.F.gamma.f.F4.q.T6,0.0
COH.F.gamma.f.F4.r.O1,0.0
COH.F.gamma.f.F4.s.O2,0.0
COH.F.gamma.g.F8.h.T3,0.0
COH.F.gamma.g.F8.i.C3,0.0
COH.F.gamma.g.F8.j.Cz,0.0
COH.F.gamma.g.F8.k.C4,0.0
COH.F.gamma.g.F8.l.T4,0.0
COH.F.gamma.g.F8.m.T5,0.0
COH.F.gamma.g.F8.n.P3,0.0
COH.F.gamma.g.F8.o.Pz,0.0
COH.F.gamma.g.F8.p.P4,0.0
COH.F.gamma.g.F8.q.T6,0.0
COH.F.gamma.g.F8.r.O1,0.0
COH.F.gamma.g.F8.s.O2,0.0
COH.F.gamma.h.T3.i.C3,0.0
COH.F.gamma.h.T3.j.Cz,0.0
AB.B.theta.b.FP2,0.0
AB.B.theta.c.F7,0.0
AB.B.theta.d.F3,0.0
AB.B.theta.e.Fz,0.0
AB.B.theta.f.F4,0.0
AB.B.theta.g.F8,0.0
AB.B.theta.h.T3,0.0
AB.A.delta.a.FP1,0.0
AB.B.theta.j.Cz,0.0
AB.B.theta.k.C4,0.0
AB.B.theta.l.T4,0.0
AB.B.theta.m.T5,0.0
AB.B.theta.n.P3,0.0
AB.B.theta.o.Pz,0.0
AB.B.theta.p.P4,0.0
AB.B.theta.q.T6,0.0
AB.B.theta.r.O1,0.0
AB.B.theta.s.O2,0.0
AB.C.alpha.a.FP1,0.0
AB.C.alpha.b.FP2,0.0
AB.C.alpha.c.F7,0.0
AB.C.alpha.d.F3,0.0
AB.C.alpha.e.Fz,0.0
AB.C.alpha.f.F4,0.0
AB.C.alpha.g.F8,0.0
AB.C.alpha.h.T3,0.0
AB.C.alpha.i.C3,0.0
AB.C.alpha.j.Cz,0.0
AB.C.alpha.k.C4,0.0
AB.C.alpha.l.T4,0.0
AB.C.alpha.m.T5,0.0
AB.A.delta.d.F3,0.0
COH.F.gamma.h.T3.k.C4,0.0
COH.F.gamma.h.T3.l.T4,0.0
COH.F.gamma.h.T3.m.T5,0.0
COH.F.gamma.h.T3.n.P3,0.0
COH.F.gamma.h.T3.o.Pz,0.0
COH.F.gamma.h.T3.p.P4,0.0
COH.F.gamma.h.T3.q.T6,0.0
AB.A.delta.c.F7,0.0
COH.F.gamma.h.T3.s.O2,0.0
COH.F.gamma.i.C3.j.Cz,0.0
COH.F.gamma.i.C3.k.C4,0.0
COH.F.gamma.i.C3.l.T4,0.0
COH.F.gamma.i.C3.m.T5,0.0
COH.F.gamma.i.C3.n.P3,0.0
COH.F.gamma.i.C3.o.Pz,0.0
COH.F.gamma.i.C3.p.P4,0.0
COH.F.gamma.i.C3.q.T6,0.0
COH.F.gamma.i.C3.r.O1,0.0
COH.F.gamma.i.C3.s.O2,0.0
COH.F.gamma.j.Cz.k.C4,0.0
COH.F.gamma.j.Cz.l.T4,0.0
COH.F.gamma.j.Cz.m.T5,0.0
COH.F.gamma.j.Cz.n.P3,0.0
COH.F.gamma.j.Cz.o.Pz,0.0
COH.F.gamma.j.Cz.p.P4,0.0
COH.F.gamma.j.Cz.q.T6,0.0
COH.F.gamma.j.Cz.r.O1,0.0
COH.F.gamma.j.Cz.s.O2,0.0
COH.F.gamma.k.C4.l.T4,0.0
COH.F.gamma.k.C4.m.T5,0.0
COH.F.gamma.k.C4.n.P3,0.0
AB.A.delta.f.F4,0.0
